alaves,Pellegrino,http://files.laliga.es/jugadores/201608/250x250_14173315pellegrino.jpg,6bc071f1-a863-4620-a60d-a7a169e70984
alaves,Pacheco,http://files.laliga.es/jugadores/201608/250x250_14171901pacheco.jpg,8faf58a5-4cad-4183-99ed-de460b0cba3d
alaves,A. Ortolá,http://files.laliga.es/jugadores/201608/250x250_21121935ortola.jpg,a29de6ff-f5d5-4763-924a-e43e533496d8
alaves,Aleksandar Pantić,http://files.laliga.es/jugadores/201608/250x250_21115103pantic.jpg,76b93782-5240-4481-87bf-306868acde26
alaves,Raúl García,http://files.laliga.es/jugadores/201608/250x250_14171901raul-garcia.jpg,08234108-09b2-4d63-9565-d6c554512ef7
alaves,Alexis,http://files.laliga.es/jugadores/201608/250x250_21105623alexis-ruano.jpg,ad6af00a-c493-46ec-9a3c-4712af97aa16
alaves,Laguardia,http://files.laliga.es/jugadores/201608/250x250_14171903laguardia.jpg,04f856c0-3697-4a4d-974f-ba5eb9feefa3
alaves,Theo Hernández,http://files.laliga.es/jugadores/201608/250x250_30110448theo-hernandez.jpg,a7fda625-bde5-46c0-9fa2-4c3a6d360c68
alaves,Kiko Femenía,http://files.laliga.es/jugadores/201608/250x250_14171900kiko-femenia.jpg,35093b68-5875-455a-9ac1-b796f69ce371
alaves,Vigaray,http://files.laliga.es/jugadores/201609/250x250_13112702carlos-vigaray.jpg,b951347f-2321-479b-b2a0-bfc9952d9a20
alaves,Feddal,http://files.laliga.es/jugadores/201608/250x250_21112034feddal.jpg,82b08900-4ad6-44c8-8bb5-0fa87183540a
alaves,Einar Galilea *,http://files.laliga.es/jugadores/201608/250x250_14171900einar-galilea.jpg,fe989327-cb50-4f5c-b3ec-0a981dfd8426
alaves,Marcos Llorente,http://files.laliga.es/jugadores/201609/250x250_13112756marcos-llorente.jpg,d5d761af-59a6-41a6-b9a9-27ae095f9ebf
alaves,Camarasa,http://files.laliga.es/jugadores/201609/250x250_13112728victor-camarasa.jpg,0ee65501-4972-4dae-97a3-0e3bc55e0cd3
alaves,Ibai,http://files.laliga.es/jugadores/201608/250x250_21121120ibai-gomez.jpg,e67c2d10-faec-4e54-aca4-38a1bf3ef36c
alaves,Sergio Llamas,http://files.laliga.es/jugadores/201608/250x250_14171902sergio-llamas.jpg,6f9856a0-3333-4307-9f74-78120b8faccd
alaves,Espinoza,http://files.laliga.es/jugadores/201609/250x250_13112834cristian-espinoza.jpg,45cf6f15-0a8f-4c62-9b19-c57973a875dc
alaves,D. Torres,http://files.laliga.es/jugadores/201608/250x250_26190957torres.jpg,dc888819-a85e-439a-bd9b-520e4fd12ecc
alaves,Edgar,http://files.laliga.es/jugadores/201608/250x250_14171901edgar.jpg,a7b6000d-c5fb-48ed-8a56-7f8838eb217c
alaves,Manu García,http://files.laliga.es/jugadores/201608/250x250_14171901manu-garcia.jpg,21d5d5e5-ba29-43ac-803f-da3f04899fe6
alaves,Nenad Krstičić,http://files.laliga.es/jugadores/201608/250x250_26190958krsticic.jpg,e6f51122-eb84-484a-9937-7f74f9d0a7b5
alaves,Katai,http://files.laliga.es/jugadores/201609/250x250_13112911aleksander-katai.jpg,649b1b20-5257-40a7-a8d3-aa2c08b691dd
alaves,Sobrino,http://files.laliga.es/jugadores/201608/250x250_21120229sobrino.jpg,813a38db-31c5-4bb2-8a17-b26f2e3efcbc
alaves,Christian Santos,http://files.laliga.es/jugadores/201608/250x250_26190957santos.jpg,ffc0fa55-0b7a-4f7c-9c02-5eeeecdaedf5
alaves,Barreiro,http://files.laliga.es/jugadores/201608/250x250_14171901barreiro.jpg,2a403589-4009-4800-84a5-ccb680b5eca3
alaves,Toquero,http://files.laliga.es/jugadores/201608/250x250_14171903toquero.jpg,c98b2305-a320-4810-90c8-713aab2a288b
alaves,Deyverson,http://files.laliga.es/jugadores/201608/250x250_14171900deyverson.jpg,9371d4f6-82de-4bbb-a793-8be1686f07aa
alaves,Dani Iglesias *,http://files.laliga.es/jugadores/201608/250x250_14171902dani-iglesias.jpg,b06dbf93-af40-4637-9d9c-ef7c8c12b54c
